VER,EXP,EAST,XGEO,RISK,event_horizon_distance
25200,2000,1000,17000,45,99.85
25200,2000,1000,17000,50,102.86
25200,2000,1000,17000,55,104.95
25200,2000,1000,17000,60,107.2
25200,2000,1000,17000,65,110.65
25200,2000,1000,17000,70,117.8
25200,2000,1000,17000,75,127.1
25200,2000,1000,17000,80,126.22
25200,2000,5000,1000,15,71.56
25200,2000,5000,1000,20,76.22
25200,2000,5000,1000,25,78.82
25200,2000,5000,1000,30,90.17
25200,2000,5000,1000,35,89.06
25200,2000,5000,1000,40,99.43
25200,2000,5000,1000,45,98.11
25200,2000,5000,1000,50,98.09
25200,2000,5000,1000,55,104.18
25200,2000,5000,1000,60,109.92
25200,2000,5000,1000,65,110.43
25200,2000,5000,1000,70,112.4
25200,2000,5000,1000,75,120.08
25200,2000,5000,1000,80,121.89
25200,2000,5000,5000,15,77.96
25200,2000,5000,5000,20,79.1
25200,2000,5000,5000,25,82.84
25200,2000,5000,5000,30,84.41
25200,2000,5000,5000,35,91.1
25200,2000,5000,5000,40,92.31
25200,2000,5000,5000,45,100.22
25200,2000,5000,5000,50,102.62
25200,2000,5000,5000,55,111.27
25200,2000,5000,5000,60,105.71
25200,2000,5000,5000,65,112.14
25200,2000,5000,5000,70,120.58
25200,2000,5000,5000,75,118.81
25200,2000,5000,5000,80,122.44
25200,2000,5000,9000,15,73.33
25200,2000,5000,9000,20,85.69
25200,2000,5000,9000,25,82.49
25200,2000,5000,9000,30,89.62
25200,2000,5000,9000,35,93.83
25200,2000,5000,9000,40,100.38
25200,2000,5000,9000,45,100.97
25200,2000,5000,9000,50,101.59
25200,2000,5000,9000,55,102.51
25200,2000,5000,9000,60,107.36
25200,2000,5000,9000,65,111.36
25200,2000,5000,9000,70,116.15
25200,2000,5000,9000,75,118.04
25200,2000,5000,9000,80,127.66
25200,2000,5000,13000,15,73.32
25200,2000,5000,13000,20,82.43
25200,2000,5000,13000,25,88.25
25200,2000,5000,13000,30,91.28
25200,2000,5000,13000,35,96.42
25200,2000,5000,13000,40,96.79
25200,2000,5000,13000,45,100.18
25200,2000,5000,13000,50,101.37
25200,2000,5000,13000,55,106.42
25200,2000,5000,13000,60,112.3
25200,2000,5000,13000,65,116.09
25200,2000,5000,13000,70,119.22
25200,2000,5000,13000,75,122.54
25200,2000,5000,13000,80,126.84
25200,2000,5000,17000,15,81.35
25200,2000,5000,17000,20,78.42
25200,2000,5000,17000,25,86.74
25200,2000,5000,17000,30,88.04
25200,2000,5000,17000,35,98.03
25200,2000,5000,17000,40,93.51
25200,2000,5000,17000,45,101.48
25200,2000,5000,17000,50,103.11
25200,2000,5000,17000,55,104.37
25200,2000,5000,17000,60,115.81
25200,2000,5000,17000,65,117.07
25200,2000,5000,17000,70,124.42
25200,2000,5000,17000,75,120.21
25200,2000,5000,17000,80,128.53
25200,2000,9000,1000,15,75.8
25200,2000,9000,1000,20,76.0
25200,2000,9000,1000,25,84.01
25200,2000,9000,1000,30,91.54
25200,2000,9000,1000,35,89.63
25200,2000,9000,1000,40,99.78
25200,2000,9000,1000,45,99.2
25200,2000,9000,1000,50,108.08
25200,2000,9000,1000,55,111.12
25200,2000,9000,1000,60,111.45
25200,2000,9000,1000,65,113.76
25200,2000,9000,1000,70,114.71
25200,2000,9000,1000,75,118.65
25200,2000,9000,1000,80,125.55
25200,2000,9000,5000,15,78.28
25200,2000,9000,5000,20,77.37
25200,2000,9000,5000,25,87.45
25200,2000,9000,5000,30,91.45
25200,2000,9000,5000,35,89.78
25200,2000,9000,5000,40,96.04
25200,2000,9000,5000,45,103.45
25200,2000,9000,5000,50,107.28
25200,2000,9000,5000,55,102.62
25200,2000,9000,5000,60,114.12
25200,2000,9000,5000,65,112.32
25200,2000,9000,5000,70,119.38
25200,2000,9000,5000,75,121.22
25200,2000,9000,5000,80,125.68
25200,2000,9000,9000,15,76.03
25200,2000,9000,9000,20,81.91
25200,2000,9000,9000,25,84.21
25200,2000,9000,9000,30,88.83
25200,2000,9000,9000,35,91.15
25200,2000,9000,9000,40,98.09
25200,2000,9000,9000,45,98.65
25200,2000,9000,9000,50,106.27
25200,2000,9000,9000,55,108.42
25200,2000,9000,9000,60,116.1
25200,2000,9000,9000,65,116.23
25200,2000,9000,9000,70,124.03
25200,2000,9000,9000,75,124.27
25200,2000,9000,9000,80,126.63
25200,2000,9000,13000,15,82.17
25200,2000,9000,13000,20,82.7
25200,2000,9000,13000,25,89.62
25200,2000,9000,13000,30,85.96
25200,2000,9000,13000,35,95.71
25200,2000,9000,13000,40,95.28
25200,2000,9000,13000,45,97.23
25200,2000,9000,13000,50,106.94
25200,2000,9000,13000,55,105.17
25200,2000,9000,13000,60,113.13
25200,2000,9000,13000,65,118.54
25200,2000,9000,13000,70,119.27
25200,2000,9000,13000,75,119.88
25200,2000,9000,13000,80,127.56
25200,2000,9000,17000,15,75.59
25200,2000,9000,17000,20,79.87
25200,2000,9000,17000,25,90.65
25200,2000,9000,17000,30,87.45
25200,2000,9000,17000,35,92.13
25200,2000,9000,17000,40,98.71
25200,2000,9000,17000,45,97.02
25200,2000,9000,17000,50,102.12
25200,2000,9000,17000,55,109.42
25200,2000,9000,17000,60,110.54
25200,2000,9000,17000,65,119.22
25200,2000,9000,17000,70,121.76
25200,2000,9000,17000,75,127.0
25200,2000,9000,17000,80,124.96
25200,2000,13000,1000,15,79.14
25200,2000,13000,1000,20,86.32
25200,2000,13000,1000,25,82.7
25200,2000,13000,1000,30,86.6
25200,2000,13000,1000,35,92.78
25200,2000,13000,1000,40,98.19
25200,2000,13000,1000,45,101.05
25200,2000,13000,1000,50,99.33
25200,2000,13000,1000,55,111.65
25200,2000,13000,1000,60,112.16
25200,2000,13000,1000,65,112.55
25200,2000,13000,1000,70,116.65
25200,2000,13000,1000,75,125.44
25200,2000,13000,1000,80,125.22
25200,2000,13000,5000,15,75.29
25200,2000,13000,5000,20,86.26
25200,2000,13000,5000,25,82.27
25200,2000,13000,5000,30,86.07
25200,2000,13000,5000,35,95.75
25200,2000,13000,5000,40,100.69
25200,2000,13000,5000,45,96.86
25200,2000,13000,5000,50,105.03
25200,2000,13000,5000,55,110.41
25200,2000,13000,5000,60,107.23
25200,2000,13000,5000,65,115.49
25200,2000,13000,5000,70,121.26
25200,2000,13000,5000,75,125.99
25200,2000,13000,5000,80,128.67
25200,2000,13000,9000,15,77.03
25200,2000,13000,9000,20,83.81
25200,2000,13000,9000,25,91.15
25200,2000,13000,9000,30,87.4
25200,2000,13000,9000,35,93.83
25200,2000,13000,9000,40,93.53
25200,2000,13000,9000,45,101.76
25200,2000,13000,9000,50,106.16
25200,2000,13000,9000,55,106.13
25200,2000,13000,9000,60,108.77
25200,2000,13000,9000,65,119.11
25200,2000,13000,9000,70,124.06
25200,2000,13000,9000,75,120.8
25200,2000,13000,9000,80,125.61
25200,2000,13000,13000,15,80.31
25200,2000,13000,13000,20,79.67
25200,2000,13000,13000,25,89.96
25200,2000,13000,13000,30,92.94
25200,2000,13000,13000,35,90.68
25200,2000,13000,13000,40,98.57
25200,2000,13000,13000,45,98.95
25200,2000,13000,13000,50,103.5
25200,2000,13000,13000,55,109.42
25200,2000,13000,13000,60,115.41
25200,2000,13000,13000,65,115.76
25200,2000,13000,13000,70,123.11
25200,2000,13000,13000,75,119.79
25200,2000,13000,13000,80,125.43
25200,2000,13000,17000,15,82.06
25200,2000,13000,17000,20,83.51
25200,2000,13000,17000,25,86.8
25200,2000,13000,17000,30,94.68
25200,2000,13000,17000,35,93.82
25200,2000,13000,17000,40,95.31
25200,2000,13000,17000,45,106.65
25200,2000,13000,17000,50,104.16
25200,2000,13000,17000,55,109.63
25200,2000,13000,17000,60,114.83
25200,2000,13000,17000,65,112.98
25200,2000,13000,17000,70,122.21
25200,2000,13000,17000,75,121.76
25200,2000,13000,17000,80,133.37
25200,2000,17000,1000,15,80.69
25200,2000,17000,1000,20,78.64
25200,2000,17000,1000,25,89.38
25200,2000,17000,1000,30,94.24
25200,2000,17000,1000,35,89.55
25200,2000,17000,1000,40,93.47
25200,2000,17000,1000,45,102.82
25200,2000,17000,1000,50,105.61
25200,2000,17000,1000,55,113.43
25200,2000,17000,1000,60,108.47
25200,2000,17000,1000,65,120.02
25200,2000,17000,1000,70,120.49
25200,2000,17000,1000,75,120.11
25200,2000,17000,1000,80,131.34
25200,2000,17000,5000,15,76.0
25200,2000,17000,5000,20,83.2
25200,2000,17000,5000,25,90.48
25200,2000,17000,5000,30,94.83
25200,2000,17000,5000,35,90.07
25200,2000,17000,5000,40,97.0
25200,2000,17000,5000,45,98.29
25200,2000,17000,5000,50,108.28
25200,2000,17000,5000,55,107.93
25200,2000,17000,5000,60,108.6
25200,2000,17000,5000,65,113.24
25200,2000,17000,5000,70,118.61
25200,2000,17000,5000,75,120.01
25200,2000,17000,5000,80,127.03
25200,2000,17000,9000,15,79.79
25200,2000,17000,9000,20,79.63
25200,2000,17000,9000,25,87.29
25200,2000,17000,9000,30,90.84
25200,2000,17000,9000,35,93.42
25200,2000,17000,9000,40,103.12
25200,2000,17000,9000,45,104.78
25200,2000,17000,9000,50,107.6
25200,2000,17000,9000,55,112.63
25200,2000,17000,9000,60,110.18
25200,2000,17000,9000,65,114.84
25200,2000,17000,9000,70,124.16
25200,2000,17000,9000,75,122.71
25200,2000,17000,9000,80,126.56
25200,2000,17000,13000,15,83.09
25200,2000,17000,13000,20,81.38
25200,2000,17000,13000,25,84.14
25200,2000,17000,13000,30,94.4
25200,2000,17000,13000,35,94.89
25200,2000,17000,13000,40,97.7
25200,2000,17000,13000,45,97.98
25200,2000,17000,13000,50,109.45
25200,2000,17000,13000,55,110.41
25200,2000,17000,13000,60,112.47
25200,2000,17000,13000,65,117.82
25200,2000,17000,13000,70,123.44
25200,2000,17000,13000,75,128.84
25200,2000,17000,13000,80,129.79
25200,2000,17000,17000,15,78.8
25200,2000,17000,17000,20,87.46
25200,2000,17000,17000,25,92.36
25200,2000,17000,17000,30,88.91
25200,2000,17000,17000,35,97.62
25200,2000,17000,17000,40,98.76
25200,2000,17000,17000,45,100.26
25200,2000,17000,17000,50,104.46
25200,2000,17000,17000,55,109.73
25200,2000,17000,17000,60,114.01
25200,2000,17000,17000,65,118.94
25200,2000,17000,17000,70,120.43
25200,2000,17000,17000,75,126.04
25200,2000,17000,17000,80,131.52
25200,3000,1000,1000,15,74.38
25200,3000,1000,1000,20,80.79
25200,3000,1000,1000,25,79.27
25200,3000,1000,1000,30,82.52
25200,3000,1000,1000,35,93.86
25200,3000,1000,1000,40,93.58
25200,3000,1000,1000,45,95.86
25200,3000,1000,1000,50,101.54
25200,3000,1000,1000,55,104.86
25200,3000,1000,1000,60,110.28
25200,3000,1000,1000,65,112.66
25200,3000,1000,1000,70,113.5
25200,3000,1000,1000,75,121.18
25200,3000,1000,1000,80,120.96
25200,3000,1000,5000,15,75.48
25200,3000,1000,5000,20,81.83
25200,3000,1000,5000,25,87.23
25200,3000,1000,5000,30,86.23
25200,3000,1000,5000,35,95.08
25200,3000,1000,5000,40,98.22
25200,3000,1000,5000,45,101.41
25200,3000,1000,5000,50,99.44
25200,3000,1000,5000,55,110.02
25200,3000,1000,5000,60,113.78
25200,3000,1000,5000,65,118.47
25200,3000,1000,5000,70,115.36
25200,3000,1000,5000,75,119.44
25200,3000,1000,5000,80,129.9
25200,3000,1000,9000,15,80.45
25200,3000,1000,9000,20,85.56
25200,3000,1000,9000,25,87.01
25200,3000,1000,9000,30,83.65
25200,3000,1000,9000,35,94.16
25200,3000,1000,9000,40,97.82
25200,3000,1000,9000,45,100.62
25200,3000,1000,9000,50,107.17
25200,3000,1000,9000,55,103.96
25200,3000,1000,9000,60,107.86
25200,3000,1000,9000,65,115.2
25200,3000,1000,9000,70,122.39
25200,3000,1000,9000,75,120.25
25200,3000,1000,9000,80,123.81
25200,3000,1000,13000,15,81.61
25200,3000,1000,13000,20,79.11
25200,3000,1000,13000,25,88.53
25200,3000,1000,13000,30,83.87
25200,3000,1000,13000,35,92.62
25200,3000,1000,13000,40,91.73
25200,3000,1000,13000,45,100.61
25200,3000,1000,13000,50,106.42
25200,3000,1000,13000,55,111.6
25200,3000,1000,13000,60,107.0
25200,3000,1000,13000,65,118.72
25200,3000,1000,13000,70,120.67
25200,3000,1000,13000,75,127.28
25200,3000,1000,13000,80,122.59
25200,3000,1000,17000,15,79.23
25200,3000,1000,17000,20,78.67
25200,3000,1000,17000,25,81.6
25200,3000,1000,17000,30,91.21
25200,3000,1000,17000,35,95.54
25200,3000,1000,17000,40,96.2
25200,3000,1000,17000,45,101.7
25200,3000,1000,17000,50,103.6
25200,3000,1000,17000,55,110.57
25200,3000,1000,17000,60,110.69
25200,3000,1000,17000,65,113.85
25200,3000,1000,17000,70,119.0
25200,3000,1000,17000,75,122.62
25200,3000,1000,17000,80,126.1
25200,3000,5000,1000,15,77.36
25200,3000,5000,1000,20,83.85
25200,3000,5000,1000,25,86.18
25200,3000,5000,1000,30,89.22
25200,3000,5000,1000,35,95.01
25200,3000,5000,1000,40,95.07
25200,3000,5000,1000,45,102.01
25200,3000,5000,1000,50,100.91
25200,3000,5000,1000,55,102.2
25200,3000,5000,1000,60,113.77
25200,3000,5000,1000,65,116.17
25200,3000,5000,1000,70,122.18
25200,3000,5000,1000,75,117.74
25200,3000,5000,1000,80,127.89
25200,3000,5000,5000,15,75.35
25200,3000,5000,5000,20,81.12
25200,3000,5000,5000,25,85.15
25200,3000,5000,5000,30,92.82
25200,3000,5000,5000,35,87.69
25200,3000,5000,5000,40,98.68
25200,3000,5000,5000,45,95.62
25200,3000,5000,5000,50,98.77
25200,3000,5000,5000,55,110.79
25200,3000,5000,5000,60,115.01
25200,3000,5000,5000,65,117.52
25200,3000,5000,5000,70,123.15
25200,3000,5000,5000,75,122.14
25200,3000,5000,5000,80,125.37
25200,3000,5000,9000,15,81.89
25200,3000,5000,9000,20,83.05
25200,3000,5000,9000,25,87.67
25200,3000,5000,9000,30,93.76
25200,3000,5000,9000,35,89.88
25200,3000,5000,9000,40,100.42
25200,3000,5000,9000,45,101.32
25200,3000,5000,9000,50,108.23
25200,3000,5000,9000,55,105.19
25200,3000,5000,9000,60,114.99
25200,3000,5000,9000,65,116.52
25200,3000,5000,9000,70,120.21
25200,3000,5000,9000,75,119.46
25200,3000,5000,9000,80,129.5
25200,3000,5000,13000,15,79.67
25200,3000,5000,13000,20,84.09
25200,3000,5000,13000,25,85.39
25200,3000,5000,13000,30,90.24
25200,3000,5000,13000,35,94.9
25200,3000,5000,13000,40,98.75
25200,3000,5000,13000,45,98.66
25200,3000,5000,13000,50,100.18
25200,3000,5000,13000,55,105.55
25200,3000,5000,13000,60,111.21
25200,3000,5000,13000,65,115.08
25200,3000,5000,13000,70,122.35
25200,3000,5000,13000,75,127.38
25200,3000,5000,13000,80,126.84
25200,3000,5000,17000,15,75.03
25200,3000,5000,17000,20,83.08
25200,3000,5000,17000,25,89.26
25200,3000,5000,17000,30,85.12
25200,3000,5000,17000,35,95.99
25200,3000,5000,17000,40,95.57
25200,3000,5000,17000,45,97.5
25200,3000,5000,17000,50,100.53
25200,3000,5000,17000,55,113.83
25200,3000,5000,17000,60,113.42
25200,3000,5000,17000,65,116.66
25200,3000,5000,17000,70,116.06
25200,3000,5000,17000,75,120.21
25200,3000,5000,17000,80,131.31
25200,3000,9000,1000,15,74.67
25200,3000,9000,1000,20,77.78
25200,3000,9000,1000,25,83.52
25200,3000,9000,1000,30,87.89
25200,3000,9000,1000,35,93.08
25200,3000,9000,1000,40,97.65
25200,3000,9000,1000,45,97.8
25200,3000,9000,1000,50,100.62
25200,3000,9000,1000,55,104.67
25200,3000,9000,1000,60,115.56
25200,3000,9000,1000,65,114.34
25200,3000,9000,1000,70,115.12
25200,3000,9000,1000,75,122.0
25200,3000,9000,1000,80,122.42
25200,3000,9000,5000,15,76.17
25200,3000,9000,5000,20,77.89
25200,3000,9000,5000,25,87.43
25200,3000,9000,5000,30,84.97
25200,3000,9000,5000,35,91.93
25200,3000,9000,5000,40,91.69
25200,3000,9000,5000,45,102.65
25200,3000,9000,5000,50,106.69
25200,3000,9000,5000,55,106.51
25200,3000,9000,5000,60,112.05
25200,3000,9000,5000,65,119.69
25200,3000,9000,5000,70,120.95
25200,3000,9000,5000,75,121.63
25200,3000,9000,5000,80,128.15
25200,3000,9000,9000,15,78.92
25200,3000,9000,9000,20,86.5
25200,3000,9000,9000,25,88.75
25200,3000,9000,9000,30,91.96
25200,3000,9000,9000,35,91.96
25200,3000,9000,9000,40,100.54
25200,3000,9000,9000,45,96.24
25200,3000,9000,9000,50,106.5
25200,3000,9000,9000,55,111.91
25200,3000,9000,9000,60,117.03
25200,3000,9000,9000,65,111.11
25200,3000,9000,9000,70,116.93
25200,3000,9000,9000,75,123.56
25200,3000,9000,9000,80,128.73
25200,3000,9000,13000,15,75.43
25200,3000,9000,13000,20,81.38
25200,3000,9000,13000,25,88.82
25200,3000,9000,13000,30,90.64
25200,3000,9000,13000,35,98.34
25200,3000,9000,13000,40,93.92
25200,3000,9000,13000,45,104.89
25200,3000,9000,13000,50,100.44
25200,3000,9000,13000,55,110.57
25200,3000,9000,13000,60,114.43
25200,3000,9000,13000,65,119.17
25200,3000,9000,13000,70,123.88
25200,3000,9000,13000,75,125.14
25200,3000,9000,13000,80,125.9
25200,3000,9000,17000,15,80.6
25200,3000,9000,17000,20,85.39
25200,3000,9000,17000,25,86.34
25200,3000,9000,17000,30,91.19
25200,3000,9000,17000,35,98.67
25200,3000,9000,17000,40,95.67
25200,3000,9000,17000,45,104.18
25200,3000,9000,17000,50,106.47
25200,3000,9000,17000,55,108.37
25200,3000,9000,17000,60,110.54
25200,3000,9000,17000,65,117.76
25200,3000,9000,17000,70,119.27
25200,3000,9000,17000,75,127.1
25200,3000,9000,17000,80,130.62
25200,3000,13000,1000,15,77.24
25200,3000,13000,1000,20,82.62
25200,3000,13000,1000,25,87.47
25200,3000,13000,1000,30,84.39
25200,3000,13000,1000,35,94.44
25200,3000,13000,1000,40,98.55
25200,3000,13000,1000,45,98.66
25200,3000,13000,1000,50,100.16
25200,3000,13000,1000,55,112.15
25200,3000,13000,1000,60,111.27
25200,3000,13000,1000,65,114.0
25200,3000,13000,1000,70,120.46
25200,3000,13000,1000,75,124.86
25200,3000,13000,1000,80,128.81
25200,3000,13000,5000,15,75.5
25200,3000,13000,5000,20,85.48
25200,3000,13000,5000,25,86.02
25200,3000,13000,5000,30,87.27
25200,3000,13000,5000,35,94.49
25200,3000,13000,5000,40,100.14
25200,3000,13000,5000,45,105.72
25200,3000,13000,5000,50,103.33
25200,3000,13000,5000,55,111.29
25200,3000,13000,5000,60,115.11
25200,3000,13000,5000,65,116.51
25200,3000,13000,5000,70,123.64
25200,3000,13000,5000,75,128.57
25200,3000,13000,5000,80,128.63
25200,3000,13000,9000,15,74.98
25200,3000,13000,9000,20,86.6
25200,3000,13000,9000,25,91.3
25200,3000,13000,9000,30,94.85
25200,3000,13000,9000,35,97.26
25200,3000,13000,9000,40,96.86
25200,3000,13000,9000,45,105.07
25200,3000,13000,9000,50,103.98
25200,3000,13000,9000,55,111.46
25200,3000,13000,9000,60,109.97
25200,3000,13000,9000,65,117.45
25200,3000,13000,9000,70,115.54
25200,3000,13000,9000,75,122.67
25200,3000,13000,9000,80,127.64
25200,3000,13000,13000,15,79.7
25200,3000,13000,13000,20,84.07
25200,3000,13000,13000,25,85.86
25200,3000,13000,13000,30,89.27
25200,3000,13000,13000,35,96.26
25200,3000,13000,13000,40,94.86
25200,3000,13000,13000,45,99.88
25200,3000,13000,13000,50,107.52
25200,3000,13000,13000,55,114.71
25200,3000,13000,13000,60,118.06
25200,3000,13000,13000,65,116.08
25200,3000,13000,13000,70,120.97
25200,3000,13000,13000,75,129.52
25200,3000,13000,13000,80,129.32
25200,3000,13000,17000,15,80.53
25200,3000,13000,17000,20,87.68
25200,3000,13000,17000,25,85.35
25200,3000,13000,17000,30,94.32
25200,3000,13000,17000,35,91.07
25200,3000,13000,17000,40,100.99
25200,3000,13000,17000,45,104.18
25200,3000,13000,17000,50,105.85
25200,3000,13000,17000,55,112.81
25200,3000,13000,17000,60,112.09
25200,3000,13000,17000,65,121.17
25200,3000,13000,17000,70,119.98
25200,3000,13000,17000,75,129.54
25200,3000,13000,17000,80,124.87
25200,3000,17000,1000,15,75.41
25200,3000,17000,1000,20,86.8
25200,3000,17000,1000,25,83.5
25200,3000,17000,1000,30,91.95
25200,3000,17000,1000,35,94.93
25200,3000,17000,1000,40,98.49
25200,3000,17000,1000,45,100.11
25200,3000,17000,1000,50,109.11
25200,3000,17000,1000,55,108.15
25200,3000,17000,1000,60,117.15
25200,3000,17000,1000,65,111.46
25200,3000,17000,1000,70,120.32
25200,3000,17000,1000,75,122.79
25200,3000,17000,1000,80,123.02
25200,3000,17000,5000,15,79.61
25200,3000,17000,5000,20,86.69
25200,3000,17000,5000,25,89.89
25200,3000,17000,5000,30,86.24
25200,3000,17000,5000,35,92.3
25200,3000,17000,5000,40,97.2
25200,3000,17000,5000,45,97.76
25200,3000,17000,5000,50,107.53
25200,3000,17000,5000,55,111.62
25200,3000,17000,5000,60,111.55
25200,3000,17000,5000,65,120.84
25200,3000,17000,5000,70,117.11
25200,3000,17000,5000,75,122.09
25200,3000,17000,5000,80,124.01
25200,3000,17000,9000,15,78.85
25200,3000,17000,9000,20,84.97
25200,3000,17000,9000,25,86.78
25200,3000,17000,9000,30,95.1
25200,3000,17000,9000,35,94.92
25200,3000,17000,9000,40,103.32
25200,3000,17000,9000,45,103.41
25200,3000,17000,9000,50,107.64
25200,3000,17000,9000,55,110.13
25200,3000,17000,9000,60,111.37
25200,3000,17000,9000,65,120.89
25200,3000,17000,9000,70,118.95
25200,3000,17000,9000,75,128.23
25200,3000,17000,9000,80,128.17
25200,3000,17000,13000,15,76.55
25200,3000,17000,13000,20,88.06
25200,3000,17000,13000,25,89.44
25200,3000,17000,13000,30,92.71
25200,3000,17000,13000,35,95.93
25200,3000,17000,13000,40,102.69
25200,3000,17000,13000,45,105.06
25200,3000,17000,13000,50,104.87
25200,3000,17000,13000,55,111.24
25200,3000,17000,13000,60,116.61
25200,3000,17000,13000,65,122.28
25200,3000,17000,13000,70,123.26
25200,3000,17000,13000,75,124.75
25200,3000,17000,13000,80,126.84
25200,3000,17000,17000,15,84.54
25200,3000,17000,17000,20,88.09
25200,3000,17000,17000,25,87.3
25200,3000,17000,17000,30,97.43
25200,3000,17000,17000,35,98.15
25200,3000,17000,17000,40,100.62
25200,3000,17000,17000,45,106.3
25200,3000,17000,17000,50,104.91
25200,3000,17000,17000,55,110.48
25200,3000,17000,17000,60,118.04
25200,3000,17000,17000,65,118.63
25200,3000,17000,17000,70,119.26
25200,3000,17000,17000,75,124.69
25200,3000,17000,17000,80,130.71
25200,4000,1000,1000,15,75.32
25200,4000,1000,1000,20,75.88
25200,4000,1000,1000,25,83.84
25200,4000,1000,1000,30,89.29
25200,4000,1000,1000,35,89.21
25200,4000,1000,1000,40,98.67
25200,4000,1000,1000,45,97.73
25200,4000,1000,1000,50,99.0
25200,4000,1000,1000,55,101.13
25200,4000,1000,1000,60,107.47
25200,4000,1000,1000,65,115.92
25200,4000,1000,1000,70,121.36
25200,4000,1000,1000,75,120.49
25200,4000,1000,1000,80,122.16
25200,4000,1000,5000,15,76.64
25200,4000,1000,5000,20,77.1
25200,4000,1000,5000,25,86.44
25200,4000,1000,5000,30,86.45
25200,4000,1000,5000,35,94.76
25200,4000,1000,5000,40,93.99
25200,4000,1000,5000,45,102.31
25200,4000,1000,5000,50,98.04
25200,4000,1000,5000,55,102.37
25200,4000,1000,5000,60,112.5
25200,4000,1000,5000,65,117.84
25200,4000,1000,5000,70,122.06
25200,4000,1000,5000,75,118.25
25200,4000,1000,5000,80,121.24
25200,4000,1000,9000,15,81.52
25200,4000,1000,9000,20,84.46
25200,4000,1000,9000,25,84.02
25200,4000,1000,9000,30,84.1
25200,4000,1000,9000,35,93.64
25200,4000,1000,9000,40,96.37
25200,4000,1000,9000,45,100.86
25200,4000,1000,9000,50,98.78
25200,4000,1000,9000,55,103.88
25200,4000,1000,9000,60,110.61
25200,4000,1000,9000,65,117.45
25200,4000,1000,9000,70,118.06
25200,4000,1000,9000,75,121.73
25200,4000,1000,9000,80,122.76
25200,4000,1000,13000,15,79.46
25200,4000,1000,13000,20,76.73
25200,4000,1000,13000,25,86.95
25200,4000,1000,13000,30,90.64
25200,4000,1000,13000,35,97.38
25200,4000,1000,13000,40,93.51
25200,4000,1000,13000,45,98.1
25200,4000,1000,13000,50,101.89
25200,4000,1000,13000,55,105.04
25200,4000,1000,13000,60,111.76
25200,4000,1000,13000,65,115.36
25200,4000,1000,13000,70,119.12
25200,4000,1000,13000,75,127.79
25200,4000,1000,13000,80,123.17
25200,4000,1000,17000,15,81.09
25200,4000,1000,17000,20,86.13
25200,4000,1000,17000,25,88.92
25200,4000,1000,17000,30,86.35
25200,4000,1000,17000,35,92.73
25200,4000,1000,17000,40,99.24
25200,4000,1000,17000,45,101.87
25200,4000,1000,17000,50,107.65
25200,4000,1000,17000,55,105.26
25200,4000,1000,17000,60,115.58
25200,4000,1000,17000,65,119.04
25200,4000,1000,17000,70,124.18
25200,4000,1000,17000,75,120.62
25200,4000,1000,17000,80,122.44
25200,4000,5000,1000,15,80.68
25200,4000,5000,1000,20,82.38
25200,4000,5000,1000,25,88.13
25200,4000,5000,1000,30,91.98
25200,4000,5000,1000,35,94.9
25200,4000,5000,1000,40,93.8
25200,4000,5000,1000,45,99.07
25200,4000,5000,1000,50,100.04
25200,4000,5000,1000,55,103.81
25200,4000,5000,1000,60,111.31
25200,4000,5000,1000,65,113.51
25200,4000,5000,1000,70,120.08
25200,4000,5000,1000,75,125.3
25200,4000,5000,1000,80,124.8
25200,4000,5000,5000,15,74.33
25200,4000,5000,5000,20,81.85
25200,4000,5000,5000,25,87.17
25200,4000,5000,5000,30,89.94
25200,4000,5000,5000,35,95.66
25200,4000,5000,5000,40,97.54
25200,4000,5000,5000,45,98.17
25200,4000,5000,5000,50,102.43
25200,4000,5000,5000,55,103.64
25200,4000,5000,5000,60,107.22
25200,4000,5000,5000,65,114.92
25200,4000,5000,5000,70,121.8
25200,4000,5000,5000,75,117.67
25200,4000,5000,5000,80,131.02
25200,4000,5000,9000,15,77.22
25200,4000,5000,9000,20,80.32
25200,4000,5000,9000,25,86.5
25200,4000,5000,9000,30,90.28
25200,4000,5000,9000,35,88.13
25200,4000,5000,9000,40,99.87
25200,4000,5000,9000,45,95.68
25200,4000,5000,9000,50,100.68
25200,4000,5000,9000,55,109.61
25200,4000,5000,9000,60,108.2
25200,4000,5000,9000,65,114.09
25200,4000,5000,9000,70,114.71
25200,4000,5000,9000,75,125.34
25200,4000,5000,9000,80,126.58
25200,4000,5000,13000,15,82.02
25200,4000,5000,13000,20,79.18
25200,4000,5000,13000,25,82.72
25200,4000,5000,13000,30,85.34
25200,4000,5000,13000,35,95.48
25200,4000,5000,13000,40,99.62
25200,4000,5000,13000,45,100.1
25200,4000,5000,13000,50,109.82
25200,4000,5000,13000,55,106.51
25200,4000,5000,13000,60,116.89
25200,4000,5000,13000,65,115.25
25200,4000,5000,13000,70,124.63
25200,4000,5000,13000,75,123.32
25200,4000,5000,13000,80,127.64
25200,4000,5000,17000,15,80.39
25200,4000,5000,17000,20,86.32
25200,4000,5000,17000,25,82.71
25200,4000,5000,17000,30,93.91
25200,4000,5000,17000,35,94.0
25200,4000,5000,17000,40,94.83
25200,4000,5000,17000,45,98.05
25200,4000,5000,17000,50,106.67
25200,4000,5000,17000,55,105.49
25200,4000,5000,17000,60,111.12
25200,4000,5000,17000,65,114.06
25200,4000,5000,17000,70,117.56
