VER,EXP,EAST,XGEO,RISK,event_horizon_distance,predicted_event_horizon_distance
24400,17000,9000,5000,25,92.96,11.4368
24400,17000,9000,5000,30,89.68,11.08199978
24400,17000,9000,5000,35,93.98,10.61180592
24400,17000,9000,5000,40,95.42,10.48654175
24400,17000,9000,5000,45,103.21,10.23948956
24400,17000,9000,5000,50,109.03,9.481537819
24400,17000,9000,5000,55,110.32,9.268389702
24400,17000,9000,5000,60,118.74,8.947809219
24400,17000,9000,5000,65,113.29,8.613678932
24400,17000,9000,5000,70,120.86,8.477225304
24400,17000,9000,5000,75,121.55,8.309952736
24400,17000,9000,5000,80,130.59,8.2299757
24400,17000,9000,9000,15,82.14,12.20965767
24400,17000,9000,9000,20,87.2,11.74571228
24400,17000,9000,9000,25,90.77,11.36588192
24400,17000,9000,9000,30,90.63,11.02489758
24400,17000,9000,9000,35,100.58,10.58753777
24400,17000,9000,9000,40,100.08,10.46623707
24400,17000,9000,9000,45,99.33,10.21747494
24400,17000,9000,9000,50,112.12,9.503069878
24400,17000,9000,9000,55,110.91,9.24193573
24400,17000,9000,9000,60,113.07,8.909724236
24400,17000,9000,9000,65,121.12,8.554567337
24400,17000,9000,9000,70,125.96,8.401895523
24400,17000,9000,9000,75,121.88,8.250570297
24400,17000,9000,9000,80,128.75,8.139735222
24400,17000,9000,13000,15,78.13,12.36313343
24400,17000,9000,13000,20,87.37,11.85611248
24400,17000,9000,13000,25,89.03,11.44766903
24400,17000,9000,13000,30,88.55,11.08418751
24400,17000,9000,13000,35,99.2,10.64879227
24400,17000,9000,13000,40,103.65,10.56241417
24400,17000,9000,13000,45,106.76,10.30951881
24400,17000,9000,13000,50,104.78,9.590573311
24400,17000,9000,13000,55,112.46,9.320809364
24400,17000,9000,13000,60,115.23,8.948379517
24400,17000,9000,13000,65,122.56,8.572506905
24400,17000,9000,13000,70,126,8.480221748
24400,17000,9000,13000,75,131.26,8.315811157
24400,17000,9000,13000,80,135.52,8.381231308
24400,17000,9000,17000,15,81.25,12.32301235
24400,17000,9000,17000,20,86.64,11.74344444
24400,17000,9000,17000,25,94.03,11.41653156
24400,17000,9000,17000,30,89.54,11.0580368
24400,17000,9000,17000,35,95.61,10.64230156
24400,17000,9000,17000,40,97.85,10.57725048
24400,17000,9000,17000,45,107.73,10.3008604
24400,17000,9000,17000,50,113.47,9.591756821
24400,17000,9000,17000,55,117.1,9.309089661
24400,17000,9000,17000,60,117.42,8.955944061
24400,17000,9000,17000,65,121.64,8.612480164
24400,17000,9000,17000,70,128.24,8.473080635
24400,17000,9000,17000,75,129.13,8.348213196
24400,17000,9000,17000,80,129.76,8.283473015
24400,17000,13000,1000,15,77.55,12.26179886
24400,17000,13000,1000,20,82.61,11.86514187
24400,17000,13000,1000,25,91.03,11.60321808
24400,17000,13000,1000,30,89.76,11.22109699
24400,17000,13000,1000,35,100.75,10.79701424
24400,17000,13000,1000,40,99.51,10.69859695
24400,17000,13000,1000,45,104.44,10.58372498
24400,17000,13000,1000,50,106.53,10.12790203
24400,17000,13000,1000,55,106.56,10.02347183
24400,17000,13000,1000,60,111.34,9.802203178
24400,17000,13000,1000,65,117.75,9.324559212
24400,17000,13000,1000,70,121.21,9.258835793
24400,17000,13000,1000,75,122.91,9.183591843
24400,17000,13000,1000,80,125.8,8.921767235
24400,17000,13000,5000,15,85.75,12.37854767
24400,17000,13000,5000,20,81.3,12.02562714
24400,17000,13000,5000,25,88.39,11.69944191
24400,17000,13000,5000,30,89.27,11.3637886
24400,17000,13000,5000,35,100.4,11.0146637
24400,17000,13000,5000,40,103.5,10.89431381
24400,17000,13000,5000,45,107.92,10.69528866
24400,17000,13000,5000,50,112.41,10.11307812
24400,17000,13000,5000,55,106.6,9.912819862
24400,17000,13000,5000,60,116.78,9.611745834
24400,17000,13000,5000,65,116.67,9.294651031
24400,17000,13000,5000,70,126.21,9.259513855
24400,17000,13000,5000,75,131.41,9.25698185
24400,17000,13000,5000,80,129.2,9.062529564
24400,17000,13000,9000,15,79.46,12.30708027
24400,17000,13000,9000,20,85.62,11.98180389
24400,17000,13000,9000,25,87.45,11.62199211
24400,17000,13000,9000,30,96.04,11.30650711
24400,17000,13000,9000,35,93.34,10.98048782
24400,17000,13000,9000,40,100.82,10.88100529
24400,17000,13000,9000,45,104.32,10.6690855
24400,17000,13000,9000,50,112.16,10.13254833
24400,17000,13000,9000,55,111.18,9.889452934
24400,17000,13000,9000,60,112.15,9.576742172
24400,17000,13000,9000,65,123.77,9.235714912
24400,17000,13000,9000,70,121.7,9.18272686
24400,17000,13000,9000,75,125.54,9.201825142
24400,17000,13000,9000,80,134.13,8.977595329
24400,17000,13000,13000,15,86.84,12.42704868
24400,17000,13000,13000,20,83.87,12.06044579
24400,17000,13000,13000,25,93.03,11.7299366
24400,17000,13000,13000,30,89.16,11.39661503
24400,17000,13000,13000,35,98.83,11.12740517
24400,17000,13000,13000,40,103.19,10.90088749
24400,17000,13000,13000,45,109.54,10.67429543
24400,17000,13000,13000,50,111.56,10.2362566
24400,17000,13000,13000,55,108.5,10.02695847
24400,17000,13000,13000,60,113.23,9.709314346
24400,17000,13000,13000,65,119.35,9.331970215
24400,17000,13000,13000,70,119.97,9.290232658
24400,17000,13000,13000,75,127.96,9.274785042
24400,17000,13000,13000,80,136.24,9.231230736
24400,17000,13000,17000,15,79.02,12.37908649
24400,17000,13000,17000,20,82.83,11.96577168
24400,17000,13000,17000,25,87.97,11.71893787
24400,17000,13000,17000,30,93.61,11.37789536
24400,17000,13000,17000,35,102.01,11.09746265
24400,17000,13000,17000,40,106.36,10.9148035
24400,17000,13000,17000,45,102.41,10.66498089
24400,17000,13000,17000,50,107.37,10.22778511
24400,17000,13000,17000,55,114.21,10.01723862
24400,17000,13000,17000,60,115.11,9.714767456
24400,17000,13000,17000,65,117.22,9.36367321
24400,17000,13000,17000,70,125.04,9.293685913
24400,17000,13000,17000,75,131.23,9.31210041
24400,17000,13000,17000,80,128.14,9.187889099
24400,17000,17000,1000,15,78.26,12.29113579
24400,17000,17000,1000,20,87,11.88661289
24400,17000,17000,1000,25,85.67,11.61677361
24400,17000,17000,1000,30,93.22,11.23381901
24400,17000,17000,1000,35,97.92,10.82664585
24400,17000,17000,1000,40,98.19,10.72791767
24400,17000,17000,1000,45,104.52,10.64114475
24400,17000,17000,1000,50,103.5,10.15568638
24400,17000,17000,1000,55,107.74,10.04502296
24400,17000,17000,1000,60,115.43,9.822476387
24400,17000,17000,1000,65,119.67,9.34026432
24400,17000,17000,1000,70,120.33,9.264237404
24400,17000,17000,1000,75,129.52,9.188971519
24400,17000,17000,1000,80,131.75,8.935271263
24400,17000,17000,5000,15,79.43,12.36057472
24400,17000,17000,5000,20,87.73,12.04301643
24400,17000,17000,5000,25,92.22,11.70148659
24400,17000,17000,5000,30,94.88,11.38041687
24400,17000,17000,5000,35,102.28,11.03957272
24400,17000,17000,5000,40,99.35,10.91459942
24400,17000,17000,5000,45,102.55,10.74549389
24400,17000,17000,5000,50,109.54,10.13729954
24400,17000,17000,5000,55,110.75,9.935209274
24400,17000,17000,5000,60,112.15,9.629119873
24400,17000,17000,5000,65,115.84,9.306694031
24400,17000,17000,5000,70,119.6,9.260017395
24400,17000,17000,5000,75,131.93,9.262637138
24400,17000,17000,5000,80,135.89,9.088272095
24400,17000,17000,9000,15,82.43,12.29246521
24400,17000,17000,9000,20,89.73,11.99322987
24400,17000,17000,9000,25,90.01,11.62443352
24400,17000,17000,9000,30,95.36,11.32392788
24400,17000,17000,9000,35,98.83,11.00436592
24400,17000,17000,9000,40,101.56,10.89326
24400,17000,17000,9000,45,109.89,10.71336555
24400,17000,17000,9000,50,109.76,10.15500164
24400,17000,17000,9000,55,117.62,9.912543297
24400,17000,17000,9000,60,117.25,9.595150948
24400,17000,17000,9000,65,119.1,9.250419617
24400,17000,17000,9000,70,126.47,9.186292648
24400,17000,17000,9000,75,132.18,9.207433701
24400,17000,17000,9000,80,131.28,9.007002831
24400,17000,17000,13000,15,82.75,12.40331936
24400,17000,17000,13000,20,90.22,12.06065464
24400,17000,17000,13000,25,92.25,11.71599674
24400,17000,17000,13000,30,95.2,11.42144775
24400,17000,17000,13000,35,100.93,11.15161324
24400,17000,17000,13000,40,98.75,10.91483021
24400,17000,17000,13000,45,103.2,10.73212337
24400,17000,17000,13000,50,108.57,10.26534271
24400,17000,17000,13000,55,109.09,10.04588985
24400,17000,17000,13000,60,115.51,9.726511002
24400,17000,17000,13000,65,126.01,9.353265762
24400,17000,17000,13000,70,125.08,9.291202545
24400,17000,17000,13000,75,126.67,9.281353951
24400,17000,17000,13000,80,130.93,9.216014862
24400,17000,17000,17000,15,82.35,12.35972977
24400,17000,17000,17000,20,84.59,11.98967743
24400,17000,17000,17000,25,92.36,11.72741699
24400,17000,17000,17000,30,94.2,11.4215498
24400,17000,17000,17000,35,97.19,11.13063908
24400,17000,17000,17000,40,102.98,10.92411518
24400,17000,17000,17000,45,110.29,10.7214632
24400,17000,17000,17000,50,109.3,10.27042007
24400,17000,17000,17000,55,116.86,10.04384136
24400,17000,17000,17000,60,116.78,9.738742828
24400,17000,17000,17000,65,116.66,9.371765137
24400,17000,17000,17000,70,124.84,9.290158272
24400,17000,17000,17000,75,129,9.321994781
24400,17000,17000,17000,80,130.05,9.178474426
24400,18000,1000,1000,15,78.58,11.74342155
24400,18000,1000,1000,20,81.16,11.06248665
24400,18000,1000,1000,25,85.71,10.94417191
24400,18000,1000,1000,30,94.76,10.21316147
24400,18000,1000,1000,35,94.85,9.721018791
24400,18000,1000,1000,40,100.35,9.435019493
24400,18000,1000,1000,45,103.07,9.335979462
24400,18000,1000,1000,50,102.3,8.847760201
24400,18000,1000,1000,55,108.68,8.81667614
24400,18000,1000,1000,60,108.16,8.361189842
24400,18000,1000,1000,65,117.46,7.918525219
24400,18000,1000,1000,70,121.16,7.637084007
24400,18000,1000,1000,75,127.12,7.48888588
24400,18000,1000,1000,80,129.63,7.328808308
24400,18000,1000,5000,15,80.57,11.91219234
24400,18000,1000,5000,20,85.17,11.24513531
24400,18000,1000,5000,25,88.63,10.97740269
24400,18000,1000,5000,30,87.02,10.37367821
24400,18000,1000,5000,35,96.68,9.930628777
24400,18000,1000,5000,40,99.8,9.629854202
24400,18000,1000,5000,45,101.83,9.465641022
24400,18000,1000,5000,50,104.66,8.81060791
24400,18000,1000,5000,55,105.86,8.679430962
24400,18000,1000,5000,60,113.56,8.210585594
24400,18000,1000,5000,65,115.89,7.90915966
24400,18000,1000,5000,70,121.39,7.672308445
24400,18000,1000,5000,75,127.92,7.527590275
24400,18000,1000,5000,80,124.84,7.498417854
24400,18000,1000,9000,15,77.5,11.97348881
24400,18000,1000,9000,20,85.26,11.31294537
24400,18000,1000,9000,25,86.8,11.04539299
24400,18000,1000,9000,30,93.8,10.41059017
24400,18000,1000,9000,35,90.48,9.93155098
24400,18000,1000,9000,40,95.67,9.624608994
24400,18000,1000,9000,45,103.67,9.507329941
24400,18000,1000,9000,50,106.61,8.886489868
24400,18000,1000,9000,55,107.37,8.712447166
24400,18000,1000,9000,60,114.3,8.243311882
24400,18000,1000,9000,65,116.24,7.935403824
24400,18000,1000,9000,70,121.82,7.749929905
24400,18000,1000,9000,75,120.92,7.601697445
24400,18000,1000,9000,80,126.69,7.461233139
24400,18000,1000,13000,15,83.43,11.9591074
24400,18000,1000,13000,20,86.77,11.3648777
24400,18000,1000,13000,25,87.42,11.01051903
24400,18000,1000,13000,30,88.11,10.35600662
24400,18000,1000,13000,35,91.28,9.910965919
24400,18000,1000,13000,40,98.86,9.665737152
24400,18000,1000,13000,45,100.05,9.529808044
24400,18000,1000,13000,50,109.12,8.888959885
24400,18000,1000,13000,55,111.76,8.702740669
24400,18000,1000,13000,60,117.97,8.165266037
24400,18000,1000,13000,65,122.44,7.83164072
24400,18000,1000,13000,70,119.89,7.753558159
24400,18000,1000,13000,75,125.87,7.563913822
24400,18000,1000,13000,80,129.04,7.578403473
24400,18000,1000,17000,15,82.27,11.94549942
24400,18000,1000,17000,20,84.58,11.27382088
24400,18000,1000,17000,25,85.11,11.00108242
24400,18000,1000,17000,30,88.02,10.33654213
24400,18000,1000,17000,35,98.5,9.901941299
24400,18000,1000,17000,40,99.1,9.681555748
24400,18000,1000,17000,45,106.95,9.499812126
24400,18000,1000,17000,50,105.11,8.875984192
24400,18000,1000,17000,55,114.3,8.67721653
24400,18000,1000,17000,60,116.53,8.160985947
24400,18000,1000,17000,65,115.44,7.868704319
24400,18000,1000,17000,70,118.93,7.757160664
24400,18000,1000,17000,75,123.79,7.595277786
24400,18000,1000,17000,80,125.55,7.511819363
24400,18000,5000,1000,15,79.67,11.55218506
24400,18000,5000,1000,20,82.43,11.01979637
24400,18000,5000,1000,25,86.56,10.8077364
24400,18000,5000,1000,30,87.44,10.12080574
24400,18000,5000,1000,35,93.16,9.624817848
24400,18000,5000,1000,40,97.27,9.416308403
24400,18000,5000,1000,45,100.09,9.268167496
24400,18000,5000,1000,50,110.6,8.713578224
24400,18000,5000,1000,55,112.37,8.737575531
24400,18000,5000,1000,60,117.4,8.402215004
24400,18000,5000,1000,65,122.01,7.888406754
24400,18000,5000,1000,70,118.75,7.720670223
24400,18000,5000,1000,75,121.24,7.561146736
24400,18000,5000,1000,80,127.04,7.416949749
24400,18000,5000,5000,15,85.14,11.69222164
24400,18000,5000,5000,20,88.7,11.1961832
24400,18000,5000,5000,25,85.51,10.91552925
24400,18000,5000,5000,30,87.09,10.31854725
24400,18000,5000,5000,35,92.72,9.862882614
24400,18000,5000,5000,40,97.16,9.608119011
24400,18000,5000,5000,45,100.9,9.374922752
24400,18000,5000,5000,50,102.56,8.703972816
24400,18000,5000,5000,55,111.93,8.616069794
24400,18000,5000,5000,60,111.14,8.195933342
24400,18000,5000,5000,65,118.77,7.864686012
24400,18000,5000,5000,70,126.28,7.710142136
24400,18000,5000,5000,75,130.05,7.63193655
24400,18000,5000,5000,80,131.62,7.549242496
24400,18000,5000,9000,15,80.37,11.63494205
24400,18000,5000,9000,20,81.1,11.15729427
24400,18000,5000,9000,25,91.31,10.84376717
24400,18000,5000,9000,30,95.51,10.26119995
24400,18000,5000,9000,35,98.07,9.797143936
24400,18000,5000,9000,40,99.74,9.53383255
24400,18000,5000,9000,45,103.4,9.357047081
24400,18000,5000,9000,50,107.82,8.748064995
24400,18000,5000,9000,55,115.26,8.652601242
24400,18000,5000,9000,60,114.82,8.184314728
24400,18000,5000,9000,65,122.54,7.810578346
24400,18000,5000,9000,70,122.9,7.66588068
24400,18000,5000,9000,75,128.58,7.60017395
24400,18000,5000,9000,80,124.89,7.504384995
24400,18000,5000,13000,15,81.15,11.73341084
24400,18000,5000,13000,20,81.2,11.1591053
24400,18000,5000,13000,25,84.15,10.81274033
24400,18000,5000,13000,30,97.24,10.20680237
24400,18000,5000,13000,35,98.99,9.768992424
24400,18000,5000,13000,40,100.35,9.548458099
24400,18000,5000,13000,45,105.7,9.354393959
24400,18000,5000,13000,50,105.47,8.746235847
24400,18000,5000,13000,55,111.45,8.636237144
24400,18000,5000,13000,60,115.8,8.118498802
24400,18000,5000,13000,65,117.92,7.753215313
24400,18000,5000,13000,70,123.05,7.706327915
24400,18000,5000,13000,75,123.04,7.590907097
24400,18000,5000,13000,80,132.55,7.689832687
24400,18000,5000,17000,15,85.86,11.70116806
24400,18000,5000,17000,20,88.16,11.06089783
24400,18000,5000,17000,25,93.43,10.78440762
24400,18000,5000,17000,30,91,10.18772888
24400,18000,5000,17000,35,96.68,9.763601303
24400,18000,5000,17000,40,96.1,9.569500923
24400,18000,5000,17000,45,107.59,9.340714455
24400,18000,5000,17000,50,110.75,8.747833252
24400,18000,5000,17000,55,116.47,8.621106148
24400,18000,5000,17000,60,112.93,8.123249054
24400,18000,5000,17000,65,120.37,7.790296078
24400,18000,5000,17000,70,123.55,7.702745438
24400,18000,5000,17000,75,123.22,7.625441551
24400,18000,5000,17000,80,128.86,7.594594955
24400,18000,9000,1000,15,79.1,12.11956406
24400,18000,9000,1000,20,86.08,11.61776924
24400,18000,9000,1000,25,85.52,11.31064129
24400,18000,9000,1000,30,89.93,10.89770889
24400,18000,9000,1000,35,95.14,10.38608074
24400,18000,9000,1000,40,97.87,10.28476334
24400,18000,9000,1000,45,104.1,10.12791634
24400,18000,9000,1000,50,104.1,9.485584259
24400,18000,9000,1000,55,113.09,9.38916111
24400,18000,9000,1000,60,114.31,9.154438972
24400,18000,9000,1000,65,114.59,8.633703232
24400,18000,9000,1000,70,122.6,8.47858429
24400,18000,9000,1000,75,123.85,8.238622665
24400,18000,9000,1000,80,134.03,8.101641655
24400,18000,9000,5000,15,83.68,12.28118134
24400,18000,9000,5000,20,88.4,11.79847336
24400,18000,9000,5000,25,84.4,11.4368
24400,18000,9000,5000,30,94.44,11.08199978
24400,18000,9000,5000,35,95.22,10.61180592
24400,18000,9000,5000,40,100.4,10.48654175
24400,18000,9000,5000,45,108,10.23948956
24400,18000,9000,5000,50,110.15,9.481537819
24400,18000,9000,5000,55,111.68,9.268389702
24400,18000,9000,5000,60,117.45,8.947809219
24400,18000,9000,5000,65,122.36,8.613678932
24400,18000,9000,5000,70,118.41,8.477225304
24400,18000,9000,5000,75,124.01,8.309952736
24400,18000,9000,5000,80,126.1,8.2299757
24400,18000,9000,9000,15,77.22,12.20965767
24400,18000,9000,9000,20,85.85,11.74571228
24400,18000,9000,9000,25,90.88,11.36588192
24400,18000,9000,9000,30,96.88,11.02489758
24400,18000,9000,9000,35,96.6,10.58753777
24400,18000,9000,9000,40,95.91,10.46623707
24400,18000,9000,9000,45,106.8,10.21747494
24400,18000,9000,9000,50,110.3,9.503069878
24400,18000,9000,9000,55,111.97,9.24193573
24400,18000,9000,9000,60,113.54,8.909724236
24400,18000,9000,9000,65,123.05,8.554567337
24400,18000,9000,9000,70,123.48,8.401895523
24400,18000,9000,9000,75,123.84,8.250570297
24400,18000,9000,9000,80,127.55,8.139735222
24400,18000,9000,13000,15,79.25,12.36313343
24400,18000,9000,13000,20,85.18,11.85611248
24400,18000,9000,13000,25,86.32,11.44766903
24400,18000,9000,13000,30,94.99,11.08418751
24400,18000,9000,13000,35,96.66,10.64879227
24400,18000,9000,13000,40,100.53,10.56241417
24400,18000,9000,13000,45,109.38,10.30951881
24400,18000,9000,13000,50,109.3,9.590573311
24400,18000,9000,13000,55,116.16,9.320809364
24400,18000,9000,13000,60,119.75,8.948379517
24400,18000,9000,13000,65,123.97,8.572506905
24400,18000,9000,13000,70,128.45,8.480221748
24400,18000,9000,13000,75,131.3,8.315811157
24400,18000,9000,13000,80,134.52,8.381231308
24400,18000,9000,17000,15,84.74,12.32301235
24400,18000,9000,17000,20,90.07,11.74344444
24400,18000,9000,17000,25,94.23,11.41653156
24400,18000,9000,17000,30,98.63,11.0580368
24400,18000,9000,17000,35,98.04,10.64230156
24400,18000,9000,17000,40,97.34,10.57725048
24400,18000,9000,17000,45,110.09,10.3008604
24400,18000,9000,17000,50,108.24,9.591756821
24400,18000,9000,17000,55,114.86,9.309089661
24400,18000,9000,17000,60,117.51,8.955944061
24400,18000,9000,17000,65,116.24,8.612480164
24400,18000,9000,17000,70,127.5,8.473080635
24400,18000,9000,17000,75,123.86,8.348213196
24400,18000,9000,17000,80,131.36,8.283473015
24400,18000,13000,1000,15,83.55,12.26179886
24400,18000,13000,1000,20,89.66,11.86514187
24400,18000,13000,1000,25,88.95,11.60321808
24400,18000,13000,1000,30,89.32,11.22109699
24400,18000,13000,1000,35,99.67,10.79701424
24400,18000,13000,1000,40,102.48,10.69859695
24400,18000,13000,1000,45,100.15,10.58372498
24400,18000,13000,1000,50,110.86,10.12790203
24400,18000,13000,1000,55,114.62,10.02347183
24400,18000,13000,1000,60,115.69,9.802203178
24400,18000,13000,1000,65,120.7,9.324559212
24400,18000,13000,1000,70,120.5,9.258835793
24400,18000,13000,1000,75,128.18,9.183591843
24400,18000,13000,1000,80,133.98,8.921767235
24400,18000,13000,5000,15,81.88,12.37854767
24400,18000,13000,5000,20,84.25,12.02562714
24400,18000,13000,5000,25,84.44,11.69944191
24400,18000,13000,5000,30,94.26,11.3637886
24400,18000,13000,5000,35,100.31,11.0146637
24400,18000,13000,5000,40,105.64,10.89431381
24400,18000,13000,5000,45,103.16,10.69528866
24400,18000,13000,5000,50,104.91,10.11307812
24400,18000,13000,5000,55,112.5,9.912819862
24400,18000,13000,5000,60,118.09,9.611745834
24400,18000,13000,5000,65,121.33,9.294651031
24400,18000,13000,5000,70,119.55,9.259513855
24400,18000,13000,5000,75,122.01,9.25698185
24400,18000,13000,5000,80,128.88,9.062529564
24400,18000,13000,9000,15,84.13,12.30708027
24400,18000,13000,9000,20,84.56,11.98180389
24400,18000,13000,9000,25,94.24,11.62199211
24400,18000,13000,9000,30,97.49,11.30650711
24400,18000,13000,9000,35,101.17,10.98048782
24400,18000,13000,9000,40,100.64,10.88100529
24400,18000,13000,9000,45,107.73,10.6690855
24400,18000,13000,9000,50,107.41,10.13254833
24400,18000,13000,9000,55,113.08,9.889452934
24400,18000,13000,9000,60,118.54,9.576742172
24400,18000,13000,9000,65,115.85,9.235714912
24400,18000,13000,9000,70,124.94,9.18272686
24400,18000,13000,9000,75,124.64,9.201825142
24400,18000,13000,9000,80,129.37,8.977595329
24400,18000,13000,13000,15,87.92,12.42704868
24400,18000,13000,13000,20,90.44,12.06044579
24400,18000,13000,13000,25,92.86,11.7299366
24400,18000,13000,13000,30,95.19,11.39661503
24400,18000,13000,13000,35,94.84,11.12740517
24400,18000,13000,13000,40,97.29,10.90088749
24400,18000,13000,13000,45,109.03,10.67429543
24400,18000,13000,13000,50,104.9,10.2362566
24400,18000,13000,13000,55,111.72,10.02695847
24400,18000,13000,13000,60,115.51,9.709314346
24400,18000,13000,13000,65,120.09,9.331970215
24400,18000,13000,13000,70,123.58,9.290232658
24400,18000,13000,13000,75,126.75,9.274785042
24400,18000,13000,13000,80,128.71,9.231230736
24400,18000,13000,17000,15,79.15,12.37908649
24400,18000,13000,17000,20,88.26,11.96577168
24400,18000,13000,17000,25,95.18,11.71893787
24400,18000,13000,17000,30,94,11.37789536
24400,18000,13000,17000,35,94.75,11.09746265
24400,18000,13000,17000,40,100.67,10.9148035
24400,18000,13000,17000,45,107.33,10.66498089
24400,18000,13000,17000,50,110.39,10.22778511
24400,18000,13000,17000,55,115.26,10.01723862
24400,18000,13000,17000,60,121.94,9.714767456
24400,18000,13000,17000,65,123.52,9.36367321
24400,18000,13000,17000,70,125.15,9.293685913
24400,18000,13000,17000,75,132.08,9.31210041
24400,18000,13000,17000,80,134.07,9.187889099
24400,18000,17000,1000,15,84.11,12.29113579
24400,18000,17000,1000,20,88.16,11.88661289
24400,18000,17000,1000,25,92.83,11.61677361
24400,18000,17000,1000,30,96.95,11.23381901
24400,18000,17000,1000,35,96.35,10.82664585
24400,18000,17000,1000,40,97.36,10.72791767
24400,18000,17000,1000,45,107.42,10.64114475
24400,18000,17000,1000,50,113.35,10.15568638
24400,18000,17000,1000,55,107.63,10.04502296
24400,18000,17000,1000,60,118.16,9.822476387
24400,18000,17000,1000,65,120.53,9.34026432
24400,18000,17000,1000,70,121.49,9.264237404
24400,18000,17000,1000,75,122.94,9.188971519
24400,18000,17000,1000,80,131.18,8.935271263
24400,18000,17000,5000,15,77.75,12.36057472
24400,18000,17000,5000,20,82.29,12.04301643
24400,18000,17000,5000,25,88.42,11.70148659
24400,18000,17000,5000,30,92.1,11.38041687
24400,18000,17000,5000,35,96.77,11.03957272
24400,18000,17000,5000,40,98.45,10.91459942
24400,18000,17000,5000,45,107.83,10.74549389
24400,18000,17000,5000,50,112.98,10.13729954
24400,18000,17000,5000,55,116.28,9.935209274
24400,18000,17000,5000,60,114.35,9.629119873
24400,18000,17000,5000,65,120.7,9.306694031
24400,18000,17000,5000,70,119.93,9.260017395
24400,18000,17000,5000,75,129.78,9.262637138
24400,18000,17000,5000,80,129.07,9.088272095
24400,18000,17000,9000,15,82.63,12.29246521
24400,18000,17000,9000,20,82.46,11.99322987
24400,18000,17000,9000,25,88.98,11.62443352
24400,18000,17000,9000,30,92.61,11.32392788
24400,18000,17000,9000,35,94.49,11.00436592
24400,18000,17000,9000,40,102.35,10.89326
24400,18000,17000,9000,45,109.61,10.71336555
24400,18000,17000,9000,50,112.96,10.15500164
24400,18000,17000,9000,55,109.29,9.912543297
24400,18000,17000,9000,60,120.22,9.595150948
24400,18000,17000,9000,65,115.83,9.250419617
24400,18000,17000,9000,70,128.47,9.186292648
24400,18000,17000,9000,75,128.37,9.207433701
24400,18000,17000,9000,80,136.69,9.007002831
24400,18000,17000,13000,15,84.63,12.40331936
24400,18000,17000,13000,20,88.42,12.06065464
24400,18000,17000,13000,25,93.47,11.71599674
24400,18000,17000,13000,30,97.45,11.42144775
24400,18000,17000,13000,35,97.46,11.15161324
24400,18000,17000,13000,40,107.39,10.91483021
24400,18000,17000,13000,45,105.15,10.73212337
24400,18000,17000,13000,50,106.49,10.26534271
24400,18000,17000,13000,55,115.27,10.04588985
24400,18000,17000,13000,60,112.92,9.726511002
24400,18000,17000,13000,65,126.18,9.353265762
24400,18000,17000,13000,70,127.83,9.291202545
24400,18000,17000,13000,75,133.82,9.281353951
24400,18000,17000,13000,80,136.61,9.216014862
24400,18000,17000,17000,15,88.65,12.35972977
24400,18000,17000,17000,20,92.93,11.98967743
24400,18000,17000,17000,25,95.76,11.72741699
24400,18000,17000,17000,30,91.15,11.4215498
24400,18000,17000,17000,35,104.49,11.13063908
24400,18000,17000,17000,40,106.42,10.92411518
24400,18000,17000,17000,45,111.61,10.7214632
24400,18000,17000,17000,50,107.55,10.27042007
24400,18000,17000,17000,55,113.97,10.04384136
24400,18000,17000,17000,60,114.36,9.738742828
24400,18000,17000,17000,65,120.3,9.371765137
24400,18000,17000,17000,70,130.23,9.290158272
24400,18000,17000,17000,75,129.96,9.321994781
24400,18000,17000,17000,80,131.7,9.178474426
24400,19000,1000,1000,15,81.39,11.74342155
24400,19000,1000,1000,20,82.57,11.06248665
24400,19000,1000,1000,25,86.87,10.94417191
24400,19000,1000,1000,30,90.15,10.21316147
24400,19000,1000,1000,35,91.23,9.721018791
24400,19000,1000,1000,40,101.56,9.435019493
24400,19000,1000,1000,45,103.56,9.335979462
24400,19000,1000,1000,50,100.8,8.847760201
24400,19000,1000,1000,55,107.75,8.81667614
24400,19000,1000,1000,60,113.23,8.361189842
24400,19000,1000,1000,65,116.5,7.918525219
24400,19000,1000,1000,70,119.05,7.637084007
24400,19000,1000,1000,75,124.28,7.48888588
24400,19000,1000,1000,80,127.66,7.328808308
24400,19000,1000,5000,15,77.66,11.91219234
24400,19000,1000,5000,20,78.91,11.24513531
24400,19000,1000,5000,25,91.3,10.97740269
24400,19000,1000,5000,30,90.82,10.37367821
24400,19000,1000,5000,35,92.53,9.930628777
24400,19000,1000,5000,40,97.79,9.629854202
24400,19000,1000,5000,45,102.98,9.465641022
24400,19000,1000,5000,50,110.79,8.81060791
24400,19000,1000,5000,55,111.35,8.679430962
24400,19000,1000,5000,60,108.74,8.210585594
24400,19000,1000,5000,65,112.71,7.90915966
24400,19000,1000,5000,70,119.63,7.672308445
24400,19000,1000,5000,75,120.74,7.527590275
24400,19000,1000,5000,80,128.23,7.498417854
24400,19000,1000,9000,15,83.75,11.97348881
24400,19000,1000,9000,20,85.19,11.31294537
24400,19000,1000,9000,25,90.37,11.04539299
24400,19000,1000,9000,30,94.4,10.41059017
24400,19000,1000,9000,35,98.18,9.93155098
24400,19000,1000,9000,40,97.95,9.624608994
24400,19000,1000,9000,45,101.5,9.507329941
24400,19000,1000,9000,50,105.61,8.886489868
24400,19000,1000,9000,55,105.54,8.712447166
24400,19000,1000,9000,60,112.02,8.243311882
